loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,text_risk_prob,text_risk,annual_income_safe,loan_to_income_ratio,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category,loan_intent
L1995,41,Male,Pilot,175000,49000,Business,832,1,"Acquisition of advanced, proprietary weather monitoring equipment.",1,Neutral,0.5595766305923462,1,175000,0.28,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1996,68,Female,Retired,70000,12000,Personal,798,1,Covering costs for necessary home accessibility maintenance.,1,Neutral,0.5197688937187195,1,70000,0.1714285714285714,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1997,22,Male,Tutor,38000,7000,Education,610,1,Purchasing specialized software licenses for advanced physics tutoring.,0,Neutral,0.5114352107048035,1,38000,0.1842105263157894,1,3,0,1,1,14,High,Personal/Lifestyle
L1998,38,Female,Lawyer,150000,48000,Home,818,1,Funds needed for closing costs on a significant commercial property acquisition.,1,Neutral,0.5949147939682007,1,150000,0.32,1,0,1,1,0,6,Medium,Business/Investment
L1999,45,Male,Driver,57000,18000,Personal,615,3,"My primary work vehicle needs a major transmission repair, and I cannot work without it. I am in a terrible bind.",0,Very Negative,0.6445024609565735,1,57000,0.3157894736842105,1,3,1,2,2,18,High,Personal/Lifestyle
L2000,52,Female,Doctor,240000,82000,Medical,862,1,Funding the purchase of a high-resolution 7T MRI machine for specialized research.,1,Neutral,0.4926081001758575,1,240000,0.3416666666666667,1,0,1,1,1,7,Medium,Business/Investment
L2001,26,Male,Retail Manager,57000,20000,Business,702,2,Need capital for specialized retail display fixtures for a new product line.,0,Neutral,0.6096780300140381,1,57000,0.3508771929824561,1,1,1,1,1,10,Medium,Business/Investment
L2002,60,Female,Accountant,118000,28000,Education,788,1,Paying off the final segment of my advanced financial modeling certification.,1,Neutral,0.4933280050754547,1,118000,0.2372881355932203,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2003,33,Male,Electrician,91000,25000,Home,735,1,Financing the replacement of the main exterior service line and electrical panel.,1,Neutral,0.5067974925041199,1,91000,0.2747252747252747,1,1,1,1,0,9,Medium,Basic Needs/Survival
L2004,48,Female,Scientist,178000,52000,Business,835,1,"Investment in specialized, high-throughput cellular analysis equipment.",1,Neutral,0.5013861060142517,1,178000,0.2921348314606741,1,0,1,1,1,7,Medium,Business/Investment
L2005,21,Male,Dishwasher,28000,6500,Personal,548,0,"I have severe, unmanageable debt from a previous business failure; I need this cash to stop immediate aggressive collection action. I feel trapped.",0,Very Negative,0.8640738129615784,2,28000,0.2321428571428571,1,3,1,0,2,18,High,Business/Investment
L2006,54,Female,Teacher,87000,23000,Medical,770,1,Covering costs for my spouse's specialized orthopedic surgery follow-up.,1,Neutral,0.5061190724372864,1,87000,0.264367816091954,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2007,36,Male,Software Developer,145000,44000,Personal,815,1,Need liquidity to exercise stock options before the vesting window closes.,1,Neutral,0.5425959825515747,1,145000,0.3034482758620689,1,0,1,1,2,8,Medium,Basic Needs/Survival
L2008,44,Female,Manager,124000,34000,Home,795,1,Financing a major upgrade to the home's geothermal heat exchange system.,1,Positive,0.5262117981910706,1,124000,0.2741935483870967,0,0,1,1,0,5,Low,Personal/Lifestyle
L2009,29,Male,Bartender,46000,10500,Education,640,0,I need this for mandatory safety training to keep my union job; I have no savings left. I feel desperate for this opportunity.,0,Negative,0.5478518605232239,1,46000,0.2282608695652173,2,3,1,0,1,16,High,Personal/Lifestyle
L2010,62,Female,Retired,82000,17000,Personal,805,1,Funding a major upgrade to my home's exterior paving and driveway.,1,Positive,0.5247939229011536,1,82000,0.2073170731707317,0,0,1,1,2,7,Medium,Personal/Lifestyle
L2011,35,Male,Sales Manager,104000,28000,Business,760,1,Investment in specialized B2B lead generation software.,1,Neutral,0.5523635149002075,1,104000,0.2692307692307692,1,0,1,1,1,7,Medium,Business/Investment
L2012,24,Female,Clerk,37000,8500,Medical,620,0,I need this money for a critical specialist appointment I cannot afford; my condition is worsening. I'm worried sick.,0,Negative,0.9987626075744628,2,37000,0.2297297297297297,2,3,1,0,1,18,High,Personal/Lifestyle
L2013,49,Male,Engineer,158000,58000,Home,832,1,"Securing financing for the construction of a large, high-efficiency pool house.",1,Neutral,0.5414611101150513,1,158000,0.3670886075949367,1,0,1,1,0,6,Medium,Business/Investment
L2014,57,Female,HR Director,138000,39000,Education,815,1,Sponsoring executive travel to an international leadership conference.,1,Neutral,0.4786571562290191,1,138000,0.2826086956521739,1,0,1,1,1,7,Medium,Business/Investment
L2015,32,Male,Truck Driver,81000,23000,Personal,698,3,"Need funds to cover the cost of mandatory, unexpected maintenance on my trailer's braking system.",0,Negative,0.5970655679702759,1,81000,0.2839506172839506,2,2,1,2,2,16,High,Basic Needs/Survival
L2016,46,Female,Nurse,97000,26000,Medical,772,1,Funding specialized certification in advanced respiratory therapy.,1,Neutral,0.4365705847740173,1,97000,0.268041237113402,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2017,20,Male,Security Guard,33000,7000,Education,565,0,I need this money to pay my final required certification fee or I lose my scholarship eligibility. I am completely stuck.,0,Negative,0.6536129117012024,1,33000,0.2121212121212121,2,3,1,0,1,16,High,Personal/Lifestyle
L2018,64,Female,Professor,130000,21000,Business,808,1,Small capital infusion to support a year-long doctoral mentorship program.,1,Neutral,0.4804693460464477,1,130000,0.1615384615384615,1,0,0,1,1,5,Low,Personal/Lifestyle
L2019,39,Male,Mechanic,75000,23000,Home,720,3,Emergency repair required for the main garage foundation settling.,0,Neutral,0.6187582015991211,1,75000,0.3066666666666666,1,1,1,2,0,10,Medium,Basic Needs/Survival
L2020,47,Female,Accountant,112000,32000,Education,795,1,Financing specialized training in complex international trade compliance.,1,Neutral,0.7017226219177246,2,112000,0.2857142857142857,1,0,1,1,1,9,Medium,Business/Investment
L2021,27,Male,Warehouse Associate,47000,12500,Personal,635,2,Need to pay off a high-interest debt collector before they file a formal report. Trying to be responsible and clean up my history.,0,Neutral,0.705716609954834,2,47000,0.2659574468085106,1,3,1,1,2,19,High,Personal/Lifestyle
L2022,51,Female,Executive,215000,65000,Home,852,1,"Securing financing for the down payment on a second, high-yield commercial real estate asset.",1,Neutral,0.5412498712539673,1,215000,0.3023255813953488,1,0,1,1,0,6,Medium,Business/Investment
L2023,34,Male,Data Entry Clerk,50000,10500,Education,665,1,Paying for a professional certification in advanced network security analysis.,0,Neutral,0.4843376278877258,1,50000,0.21,1,2,1,1,1,13,High,Basic Needs/Survival
L2024,59,Female,Manager,130000,35000,Business,800,1,Acquisition of specialized robotics for enhanced product testing.,1,Neutral,0.455768346786499,1,130000,0.2692307692307692,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2025,23,Male,Waiter,36000,8500,Personal,600,1,Need funds to cover moving expenses and security deposit for a safer apartment.,0,Neutral,0.5496514439582825,1,36000,0.2361111111111111,1,3,1,1,2,17,High,Personal/Lifestyle
L2026,42,Female,Librarian,65000,19000,Medical,750,2,Covering costs for specialized neurological consultation for my spouse.,1,Neutral,0.5478854775428772,1,65000,0.2923076923076923,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2027,46,Male,Sales Director,125000,41000,Home,820,1,Financing the installation of a commercial-grade outdoor kitchen and entertainment system.,1,Neutral,0.442306786775589,1,125000,0.328,1,0,1,1,0,6,Medium,Business/Investment
L2028,31,Female,Nurse,82000,21000,Education,775,1,Paying for advanced leadership development in hospital operations.,1,Neutral,0.5323837995529175,1,82000,0.2560975609756097,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2029,53,Male,Scientist,180000,54000,Business,838,1,Purchasing new high-capacity analytical instrumentation.,1,Neutral,0.5998941659927368,1,180000,0.3,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2030,28,Female,Graphic Designer,75000,19000,Personal,725,2,Need funds to cover unexpected legal defense costs related to a past client contract.,1,Neutral,0.6168725490570068,1,75000,0.2533333333333333,1,1,1,1,2,11,High,Basic Needs/Survival
L2031,66,Male,Retired,90000,15000,Medical,825,1,"Covering costs for a minor, elective orthopedic procedure.",1,Neutral,0.4220519959926605,1,90000,0.1666666666666666,1,0,0,1,1,5,Low,Basic Needs/Survival
L2032,37,Female,Teacher,77000,24000,Education,760,1,Funding a major research project on adaptive learning environments.,1,Neutral,0.4952188730239868,1,77000,0.3116883116883117,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2033,40,Male,Accountant,109000,29000,Home,785,2,Need funds for emergency repair of the main plumbing stack due to sudden collapse.,0,Neutral,0.6820263862609863,2,109000,0.2660550458715596,1,0,1,1,0,8,Medium,Basic Needs/Survival
L2034,22,Female,Receptionist,40000,8000,Personal,612,0,I need this money immediately to cover overdue utility bills before power shutoff; I am in a genuine crisis.,0,Very Negative,0.7204961776733398,2,40000,0.2,1,3,0,0,2,16,High,Basic Needs/Survival
L2035,50,Male,Engineer,152000,51000,Business,822,1,"Acquisition of specialized, high-tolerance composite material testing rigs.",1,Neutral,0.5398843884468079,1,152000,0.3355263157894737,1,0,1,1,1,7,Medium,Business/Investment
L2036,45,Female,HR Manager,114000,26000,Education,795,1,Sponsoring employee travel to a national HR innovation conference.,1,Neutral,0.425025999546051,1,114000,0.2280701754385964,1,0,1,1,1,7,Medium,Business/Investment
L2037,33,Male,Construction Worker,69000,22000,Personal,670,3,Need funds to cover specialized heavy equipment rental for an accelerated timeline project.,0,Neutral,0.6081273555755615,1,69000,0.3188405797101449,1,2,1,2,2,15,High,Basic Needs/Survival
L2038,58,Female,Administrator,100000,24000,Medical,785,2,Covering costs for an extended rehabilitation program following a complex knee surgery.,1,Neutral,0.5474264025688171,1,100000,0.24,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2039,25,Male,Electrician Apprentice,49000,17000,Business,660,0,I overspent on initial supply orders based on a flawed projection; I need this to cover immediate overhead before cash flow stabilizes. I'm nervous.,0,Negative,0.5684407949447632,1,49000,0.3469387755102041,2,2,1,0,1,13,High,Basic Needs/Survival
L2040,48,Female,Doctor,250000,82000,Home,868,1,"Financing the installation of a high-efficiency, commercial-grade HVAC system.",1,Neutral,0.4976745843887329,1,250000,0.328,1,0,1,1,0,6,Medium,Business/Investment
L2041,30,Male,Software Engineer,138000,42000,Education,808,1,Aggressively paying down the final segment of my advanced systems architecture master's degree.,1,Negative,0.5779857039451599,1,138000,0.3043478260869565,2,0,1,1,1,8,Medium,Basic Needs/Survival
L2042,61,Female,Retired,68000,13000,Personal,788,1,Funding a major upgrade to the home's smart-home security network.,1,Neutral,0.4732155203819275,1,68000,0.1911764705882352,1,0,0,1,2,6,Medium,Personal/Lifestyle
L2043,21,Male,Security Guard,34000,8500,Personal,575,0,"I have multiple, high-interest payday loans coming due this week; I need this cash to avoid immediate default and severe consequences.",0,Negative,0.921789050102234,2,34000,0.25,2,3,1,0,2,19,High,Personal/Lifestyle
L2044,44,Female,Teacher,87000,23000,Medical,775,1,Covering costs for my child's specialized tutoring to maintain high academic standing.,1,Neutral,0.5444790124893188,1,87000,0.264367816091954,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2045,38,Male,Truck Driver,94000,27000,Home,700,3,Need funds for emergency replacement of the main water filtration and softening system.,0,Neutral,0.5888047814369202,1,94000,0.2872340425531915,1,1,1,2,0,10,Medium,Basic Needs/Survival
L2046,52,Female,Financial Analyst,175000,51000,Business,832,1,Investment in a diversified portfolio of stable infrastructure assets.,1,Neutral,0.5087876319885254,1,175000,0.2914285714285714,1,0,1,1,1,7,Medium,Business/Investment
L2047,28,Male,Photographer,55000,13500,Education,685,1,Purchasing specialized virtual reality video production equipment.,0,Neutral,0.5063132643699646,1,55000,0.2454545454545454,1,2,1,1,1,13,High,Personal/Lifestyle
L2048,55,Female,Manager,126000,30000,Personal,812,1,Funding a major philanthropic contribution to a youth mentorship organization.,1,Neutral,0.4809171855449676,1,126000,0.238095238095238,1,0,1,1,2,8,Medium,Personal/Lifestyle
L2049,32,Male,Carpenter,73000,20000,Home,720,2,"Replacing old, inefficient attic insulation and ventilation.",1,Neutral,0.5619118809700012,1,73000,0.273972602739726,1,1,1,1,0,9,Medium,Basic Needs/Survival
L2050,49,Female,Nurse,107000,29000,Medical,788,1,Financing advanced certification in neonatal intensive care specialization.,1,Neutral,0.437886506319046,1,107000,0.2710280373831775,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2051,24,Male,Fast Food Worker,32000,6500,Personal,575,0,I need this money immediately to cover overdue rent; I'm short this month and face eviction. I am truly desperate.,0,Very Negative,0.7865321636199951,2,32000,0.203125,1,3,1,0,2,18,High,Basic Needs/Survival
L2052,60,Female,Librarian,77000,17000,Education,775,1,Funding a major overhaul of the library's public access computer terminals.,1,Neutral,0.5119752883911133,1,77000,0.2207792207792207,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2053,36,Male,Sales Representative,97000,25000,Business,750,1,Need capital for a significant expansion of the external sales force.,1,Neutral,0.6231825351715088,1,97000,0.2577319587628865,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2054,41,Female,Accountant,110000,31000,Home,792,2,Financing a major upgrade to the home's exterior siding and paint.,1,Positive,0.5035445094108582,1,110000,0.2818181818181818,0,0,1,1,0,5,Low,Personal/Lifestyle
L2055,29,Male,Bartender,46000,10800,Personal,635,0,"I need this to cover immediate, high-interest debt; I feel overwhelmed by my current obligations and need relief.",0,Negative,0.7670691013336182,2,46000,0.2347826086956521,2,3,1,0,2,19,High,Basic Needs/Survival
L2056,53,Female,Professor,140000,44000,Education,825,1,Funding a major international research collaboration in climate science.,1,Neutral,0.4630748927593231,1,140000,0.3142857142857143,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2057,47,Male,Pilot,212000,64000,Business,845,1,Acquisition of next-generation weather forecasting software licenses.,1,Neutral,0.5229747891426086,1,212000,0.3018867924528302,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2058,35,Female,Software Developer,128000,40000,Personal,802,1,Need short-term capital to cover a brief income gap while awaiting a large contract signing bonus.,1,Neutral,0.4874936938285827,1,128000,0.3125,1,0,1,1,2,8,Medium,Business/Investment
L2059,23,Male,Delivery Driver,39000,9500,Medical,625,1,Covering the cost of an urgent specialist consultation for a recurring injury that affects my work.,0,Neutral,0.6229278445243835,1,39000,0.2435897435897435,1,3,1,1,1,16,High,Personal/Lifestyle
L2060,56,Female,Doctor,245000,85000,Home,868,1,"Financing the installation of a comprehensive, commercial-grade surveillance system.",1,Neutral,0.5479943752288818,1,245000,0.3469387755102041,1,0,1,1,0,6,Medium,Business/Investment
L2061,30,Male,Graphic Designer,76000,22000,Business,730,2,Need to hire specialized animation experts for a high-profile client project.,1,Neutral,0.5854935050010681,1,76000,0.2894736842105263,1,1,1,1,1,10,Medium,Business/Investment
L2062,62,Female,Retired,72000,13000,Medical,798,1,Covering costs for necessary in-home mobility assistance for a few months.,1,Neutral,0.5010766983032227,1,72000,0.1805555555555555,1,0,0,1,1,5,Low,Personal/Lifestyle
L2063,38,Male,Accountant,107000,27000,Education,785,1,Paying for advanced certification in corporate tax law updates.,1,Neutral,0.4821862876415252,1,107000,0.2523364485981308,1,0,1,1,1,7,Medium,Business/Investment
L2064,26,Female,Retail Associate,46000,12500,Personal,655,0,I am behind on minimum credit card payments and need this consolidation loan to avoid default penalties next month. I feel desperate.,0,Negative,0.5092411041259766,1,46000,0.2717391304347826,2,2,1,0,2,14,High,Personal/Lifestyle
L2065,49,Male,Engineer,162000,54000,Business,835,1,"Investment in specialized, automated quality control systems.",1,Neutral,0.562713623046875,1,162000,0.3333333333333333,1,0,1,1,1,7,Medium,Business/Investment
L2066,54,Female,Manager,126000,32000,Home,802,1,Financing a major upgrade to the home's underground drainage system.,1,Positive,0.5428237915039062,1,126000,0.2539682539682539,0,0,1,1,0,5,Low,Personal/Lifestyle
L2067,31,Male,Plumber,80000,20000,Personal,715,2,Need funds to cover the cost of emergency commercial-grade pipe replacement.,0,Neutral,0.5754684209823608,1,80000,0.25,1,1,1,1,2,11,High,Basic Needs/Survival
L2068,42,Female,Teacher,82000,21000,Education,765,1,Funding specialized training for teachers in advanced digital literacy.,1,Neutral,0.5208828449249268,1,82000,0.2560975609756097,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2069,25,Male,Cashier,37000,8500,Medical,612,0,I need this money immediately to cover an overdue ambulance bill that is threatening my credit. I am truly distressed.,0,Very Negative,0.6646673679351807,2,37000,0.2297297297297297,1,3,1,0,1,17,High,Personal/Lifestyle
L2070,57,Female,Scientist,190000,57000,Business,848,1,Acquisition of new high-resolution fluorescence microscopy equipment.,1,Neutral,0.5240083336830139,1,190000,0.3,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2071,33,Male,Truck Driver,84000,25000,Personal,692,3,"Need capital to cover mandatory, unexpected roadside mechanical failure costs.",0,Negative,0.706704318523407,2,84000,0.2976190476190476,2,2,1,2,2,18,High,Basic Needs/Survival
L2072,46,Female,HR Specialist,101000,28000,Home,780,1,Financing a major upgrade to the home's exterior insulation and weatherproofing.,1,Positive,0.4777321517467499,1,101000,0.2772277227722772,0,0,1,1,0,5,Low,Personal/Lifestyle
L2073,20,Male,Student,26000,5500,Education,565,0,I need this money for my final project material fee or I cannot graduate; I have no other means to secure it.,0,Neutral,0.6153385043144226,1,26000,0.2115384615384615,1,3,1,0,1,15,High,Business/Investment
L2074,50,Female,Doctor,225000,67000,Medical,862,1,Funding the purchase of a high-resolution 3D body scanner for pre-operative planning.,1,Neutral,0.4968228340148926,1,225000,0.2977777777777777,1,0,1,1,1,7,Medium,Business/Investment
L2075,39,Male,Real Estate Agent,110000,30000,Business,755,1,Capital for aggressive marketing targeting luxury coastal properties.,1,Neutral,0.6191714406013489,1,110000,0.2727272727272727,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2076,64,Female,Retired,79000,17000,Personal,808,1,Covering costs for necessary home accessibility modifications.,1,Neutral,0.5198584198951721,1,79000,0.2151898734177215,1,0,1,1,2,8,Medium,Personal/Lifestyle
L2077,28,Male,Warehouse Worker,48000,13000,Education,640,1,Paying for specialized certification in industrial safety management.,0,Neutral,0.4908161461353302,1,48000,0.2708333333333333,1,3,1,1,1,16,High,Basic Needs/Survival
L2078,43,Female,Project Manager,128000,34000,Education,800,1,Sponsoring my child's advanced international business exchange program.,1,Neutral,0.5159195065498352,1,128000,0.265625,1,0,1,1,1,7,Medium,Business/Investment
L2079,51,Male,Mechanic,81000,20000,Business,730,2,Need funds to purchase a specialized electronic transmission repair bench.,1,Neutral,0.6715525984764099,2,81000,0.2469135802469135,1,1,1,1,1,12,High,Basic Needs/Survival
L2080,26,Female,Barista,40000,9000,Personal,615,0,My only means of transport (motorcycle) was damaged beyond immediate repair; I need this cash to replace it or lose my job.,0,Very Negative,0.8911538124084473,2,40000,0.225,1,3,1,0,2,18,High,Personal/Lifestyle
L2081,47,Male,Firefighter,102000,29000,Home,770,2,Financing a major upgrade to the home's exterior security cameras and monitoring.,1,Positive,0.525851309299469,1,102000,0.284313725490196,0,0,1,1,0,5,Low,Personal/Lifestyle
L2082,32,Female,Social Worker,66000,21000,Education,718,1,Funding specialized training in crisis negotiation for social work intervention.,1,Neutral,0.5104258060455322,1,66000,0.3181818181818182,1,1,1,1,1,10,Medium,Basic Needs/Survival
L2083,61,Male,Consultant,160000,32000,Personal,818,1,"Investment in a high-yield, short-term municipal bond offering.",1,Neutral,0.5974311232566833,1,160000,0.2,1,0,0,1,2,6,Medium,Business/Investment
L2084,37,Female,Chef,76000,24000,Business,755,2,Need funds to purchase a specialized commercial smoker for expanded outdoor catering.,1,Neutral,0.6165514588356018,1,76000,0.3157894736842105,1,0,1,1,1,7,Medium,Business/Investment
L2085,50,Male,Accountant,114000,32000,Home,798,2,Refinancing existing mortgage to secure a better long-term fixed rate.,1,Neutral,0.4692016541957855,1,114000,0.2807017543859649,1,0,1,1,0,6,Medium,Business/Investment
L2086,25,Female,Receptionist,44000,11000,Personal,645,1,Helping my sibling cover emergency specialized medical transportation costs.,0,Neutral,0.5537728071212769,1,44000,0.25,1,3,1,1,2,17,High,Basic Needs/Survival
L2087,55,Male,Engineer,180000,70000,Education,852,1,Sponsoring my child's entire final year of aerospace engineering tuition.,1,Positive,0.5504975318908691,1,180000,0.3888888888888889,0,0,1,1,1,6,Medium,Personal/Lifestyle
L2088,30,Female,Sales Clerk,49000,13000,Medical,650,0,I need this money urgently for essential medication refills I've been skipping due to cost. I feel very unwell.,0,Negative,0.8445854187011719,2,49000,0.2653061224489796,2,2,1,0,1,15,High,Basic Needs/Survival
L2089,41,Male,Pilot,178000,51000,Business,835,1,Acquisition of advanced flight training materials and certifications.,1,Neutral,0.4844352006912231,1,178000,0.2865168539325842,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2090,68,Female,Retired,71000,13000,Personal,800,1,Covering costs for a significant upgrade to home furniture for comfort.,1,Neutral,0.5411785840988159,1,71000,0.1830985915492957,1,0,0,1,2,6,Medium,Personal/Lifestyle
L2091,22,Male,Tutor,39000,7500,Education,615,1,Purchasing specialized 3D printing supplies for advanced engineering tutoring.,0,Neutral,0.4865574836730957,1,39000,0.1923076923076923,1,3,0,1,1,14,High,Personal/Lifestyle
L2092,38,Female,Lawyer,152000,49000,Home,820,1,Funds needed to cover closing costs on a significant primary residence purchase.,1,Neutral,0.6103456020355225,1,152000,0.3223684210526316,1,0,1,1,0,6,Medium,Personal/Lifestyle
L2093,45,Male,Driver,58000,19000,Personal,620,3,"My primary work vehicle needs a major transmission repair; without it, I cannot earn my living. I am in a terrible situation.",0,Very Negative,0.7463937997817993,2,58000,0.3275862068965517,1,3,1,2,2,20,High,Personal/Lifestyle
L2094,52,Female,Doctor,245000,85000,Medical,865,1,Funding the purchase of a high-resolution retinal imaging system.,1,Neutral,0.4999389946460724,1,245000,0.3469387755102041,1,0,1,1,1,7,Medium,Business/Investment
L2095,26,Male,Retail Manager,58000,21000,Business,708,2,Need capital for specialized packaging and shipping infrastructure for e-commerce.,0,Neutral,0.5996698141098022,1,58000,0.3620689655172414,1,1,1,1,1,10,Medium,Business/Investment
L2096,60,Female,Accountant,118000,29000,Education,788,1,Paying off the final segment of my advanced taxation law certification.,1,Neutral,0.4950830340385437,1,118000,0.2457627118644068,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2097,33,Male,Electrician,92000,26000,Home,740,1,Financing the replacement of the main gas line to the property.,1,Neutral,0.4952225387096405,1,92000,0.2826086956521739,1,1,1,1,0,9,Medium,Basic Needs/Survival
L2098,48,Female,Scientist,182000,54000,Business,838,1,Investment in specialized chemical synthesis robots.,1,Neutral,0.5338869094848633,1,182000,0.2967032967032967,1,0,1,1,1,7,Medium,Business/Investment
L2099,21,Male,Dishwasher,29000,7000,Personal,552,0,"I have severe, overwhelming debt from co-signing a loan that defaulted; I need this cash to stop immediate garnishment threats.",0,Very Negative,0.9386215806007384,2,29000,0.2413793103448276,1,3,1,0,2,18,High,Basic Needs/Survival
L2100,54,Female,Teacher,88000,24000,Medical,775,1,Covering costs for my spouse's specialized cardiac rehabilitation program.,1,Neutral,0.5347023606300354,1,88000,0.2727272727272727,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2101,36,Male,Software Developer,148000,46000,Personal,818,1,"Need liquidity to execute a highly favorable, time-sensitive investment purchase.",1,Neutral,0.5980501770973206,1,148000,0.3108108108108108,1,0,1,1,2,8,Medium,Business/Investment
L2102,44,Female,Manager,125000,35000,Home,798,1,Financing a major upgrade to the home's electrical system capacity.,1,Positive,0.5016254782676697,1,125000,0.28,0,0,1,1,0,5,Low,Personal/Lifestyle
L2103,29,Male,Bartender,47000,11000,Education,645,0,"I need this for mandatory safety training to get a union job, but I have no money left for the fee. I feel totally stuck.",0,Negative,0.3936467170715332,1,47000,0.2340425531914893,2,3,1,0,1,16,High,Personal/Lifestyle
L2104,62,Female,Retired,83000,18000,Personal,810,1,Funding a major technology upgrade for long-term remote connection with family.,1,Neutral,0.5220112204551697,1,83000,0.216867469879518,1,0,1,1,2,8,Medium,Personal/Lifestyle
L2105,35,Male,Sales Manager,105000,29000,Business,765,1,"Investment in advanced, proprietary sales forecasting analytics tools.",1,Neutral,0.4504016041755676,1,105000,0.2761904761904762,1,0,1,1,1,7,Medium,Business/Investment
L2106,24,Female,Clerk,38000,8500,Medical,625,0,I need this money for a critical prescription refill that I cannot afford; my condition is getting worse. I feel helpless.,0,Negative,0.9221516847610474,2,38000,0.2236842105263158,2,3,1,0,1,18,High,Personal/Lifestyle
L2107,49,Male,Engineer,160000,60000,Home,835,1,"Securing financing for the construction of a detached, large home office.",1,Neutral,0.5235503911972046,1,160000,0.375,1,0,1,1,0,6,Medium,Business/Investment
L2108,57,Female,HR Director,140000,40000,Education,818,1,Sponsoring executive travel to an important compliance seminar abroad.,1,Neutral,0.4772687256336212,1,140000,0.2857142857142857,1,0,1,1,1,7,Medium,Business/Investment
L2109,32,Male,Truck Driver,82000,24000,Personal,702,3,"Need funds to cover unexpected, high cost of commercial vehicle registration renewal.",0,Negative,0.9740018248558044,2,82000,0.2926829268292683,2,1,1,2,2,15,High,Basic Needs/Survival
L2110,46,Female,Nurse,98000,27000,Medical,778,1,Funding specialized certification in advanced geriatric care.,1,Neutral,0.383643090724945,1,98000,0.2755102040816326,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2111,20,Male,Security Guard,34000,7500,Education,570,0,I need this money to pay my final tuition fee or I lose my scholarship; this is my last chance to graduate. I'm terrified.,0,Very Negative,0.5532074570655823,1,34000,0.2205882352941176,1,3,1,0,1,15,High,Personal/Lifestyle
L2112,64,Female,Professor,130000,22000,Business,810,1,"Small capital infusion to host a specialized, multi-day academic workshop.",1,Neutral,0.4993647038936615,1,130000,0.1692307692307692,1,0,0,1,1,5,Low,Personal/Lifestyle
L2113,39,Male,Mechanic,76000,23000,Home,725,3,Emergency replacement required for the main exterior water line connection.,0,Neutral,0.5607297420501709,1,76000,0.3026315789473684,1,1,1,2,0,10,Medium,Basic Needs/Survival
L2114,47,Female,Accountant,114000,33000,Education,798,1,Financing specialized training in international intellectual property law.,1,Neutral,0.528114378452301,1,114000,0.2894736842105263,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2115,27,Male,Warehouse Associate,48000,13000,Personal,640,2,"Need to pay off a small, high-interest loan before the penalty period begins. Trying to manage things better.",0,Negative,0.5894856452941895,1,48000,0.2708333333333333,2,3,1,1,2,18,High,Personal/Lifestyle
L2116,51,Female,Executive,218000,65000,Home,855,1,Securing financing for the down payment on a prime commercial land purchase.,1,Neutral,0.5076040029525757,1,218000,0.2981651376146789,1,0,1,1,0,6,Medium,Business/Investment
L2117,34,Male,Data Entry Clerk,51000,11000,Education,670,1,Paying for a professional certification in advanced network administration.,0,Neutral,0.4922201335430145,1,51000,0.2156862745098039,1,2,1,1,1,13,High,Personal/Lifestyle
L2118,59,Female,Manager,130000,35000,Business,802,1,Acquisition of specialized robotics for enhanced quality control.,1,Neutral,0.4427777230739593,1,130000,0.2692307692307692,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2119,23,Male,Waiter,36000,8500,Personal,605,1,"Need funds to cover moving expenses and deposit for a safer, upgraded apartment.",0,Neutral,0.553748369216919,1,36000,0.2361111111111111,1,3,1,1,2,17,High,Business/Investment
L2120,42,Female,Librarian,66000,19000,Medical,750,2,Covering costs for my spouse's specialized rehabilitation program.,1,Neutral,0.5596792697906494,1,66000,0.2878787878787879,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2121,46,Male,Sales Director,128000,42000,Home,822,1,"Financing the installation of a high-efficiency, multi-zone commercial HVAC system for the residence.",1,Neutral,0.4964900016784668,1,128000,0.328125,1,0,1,1,0,6,Medium,Personal/Lifestyle
