loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,annual_income_safe,loan_to_income_ratio,dependents_bucket,risk_category,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category_rules,risk_context
L2098,48,Female,Scientist,182000,54000,Business,838,1,Investment in specialized chemical synthesis robots.,1,Positive,182000,0.2967032967032967,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in specialized chemical synthesis robots.
credit_score: 838
annual_income: 182000
loan_amount: 54000
loan_to_income_ratio: 0.297
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2099,21,Male,Dishwasher,29000,7000,Personal,552,0,"I have severe, overwhelming debt from co-signing a loan that defaulted; I need this cash to stop immediate garnishment threats.",0,Negative,29000,0.2413793103448276,0,High,2,3,1,0,2,15,High,"Applicant statement: I have severe, overwhelming debt from co-signing a loan that defaulted; I need this cash to stop immediate garnishment threats.
credit_score: 552
annual_income: 29000
loan_amount: 7000
loan_to_income_ratio: 0.241
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2100,54,Female,Teacher,88000,24000,Medical,775,1,Covering costs for my spouse's specialized cardiac rehabilitation program.,1,Positive,88000,0.2727272727272727,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Covering costs for my spouse's specialized cardiac rehabilitation program.
credit_score: 775
annual_income: 88000
loan_amount: 24000
loan_to_income_ratio: 0.273
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L2101,36,Male,Software Developer,148000,46000,Personal,818,1,"Need liquidity to execute a highly favorable, time-sensitive investment purchase.",1,Positive,148000,0.3108108108108108,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Need liquidity to execute a highly favorable, time-sensitive investment purchase.
credit_score: 818
annual_income: 148000
loan_amount: 46000
loan_to_income_ratio: 0.311
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L2102,44,Female,Manager,125000,35000,Home,798,1,Financing a major upgrade to the home's electrical system capacity.,1,Positive,125000,0.28,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a major upgrade to the home's electrical system capacity.
credit_score: 798
annual_income: 125000
loan_amount: 35000
loan_to_income_ratio: 0.28
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L2103,29,Male,Bartender,47000,11000,Education,645,0,"I need this for mandatory safety training to get a union job, but I have no money left for the fee. I feel totally stuck.",0,Negative,47000,0.23404255319148937,0,Medium,2,3,1,0,1,14,High,"Applicant statement: I need this for mandatory safety training to get a union job, but I have no money left for the fee. I feel totally stuck.
credit_score: 645
annual_income: 47000
loan_amount: 11000
loan_to_income_ratio: 0.234
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L2104,62,Female,Retired,83000,18000,Personal,810,1,Funding a major technology upgrade for long-term remote connection with family.,1,Positive,83000,0.21686746987951808,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Funding a major technology upgrade for long-term remote connection with family.
credit_score: 810
annual_income: 83000
loan_amount: 18000
loan_to_income_ratio: 0.217
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L2105,35,Male,Sales Manager,105000,29000,Business,765,1,"Investment in advanced, proprietary sales forecasting analytics tools.",1,Positive,105000,0.2761904761904762,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in advanced, proprietary sales forecasting analytics tools.
credit_score: 765
annual_income: 105000
loan_amount: 29000
loan_to_income_ratio: 0.276
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2106,24,Female,Clerk,38000,8500,Medical,625,0,I need this money for a critical prescription refill that I cannot afford; my condition is getting worse. I feel helpless.,0,Negative,38000,0.2236842105263158,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money for a critical prescription refill that I cannot afford; my condition is getting worse. I feel helpless.
credit_score: 625
annual_income: 38000
loan_amount: 8500
loan_to_income_ratio: 0.224
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L2107,49,Male,Engineer,160000,60000,Home,835,1,"Securing financing for the construction of a detached, large home office.",1,Neutral,160000,0.375,1-2,Low,1,0,1,1,0,4,Low,"Applicant statement: Securing financing for the construction of a detached, large home office.
credit_score: 835
annual_income: 160000
loan_amount: 60000
loan_to_income_ratio: 0.375
number_of_dependents: 1
loan_purpose: Home
sentiment: Neutral"
L2108,57,Female,HR Director,140000,40000,Education,818,1,Sponsoring executive travel to an important compliance seminar abroad.,1,Positive,140000,0.2857142857142857,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring executive travel to an important compliance seminar abroad.
credit_score: 818
annual_income: 140000
loan_amount: 40000
loan_to_income_ratio: 0.286
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2109,32,Male,Truck Driver,82000,24000,Personal,702,3,"Need funds to cover unexpected, high cost of commercial vehicle registration renewal.",0,Negative,82000,0.2926829268292683,3+,Low,2,1,1,2,2,11,High,"Applicant statement: Need funds to cover unexpected, high cost of commercial vehicle registration renewal.
credit_score: 702
annual_income: 82000
loan_amount: 24000
loan_to_income_ratio: 0.293
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L2110,46,Female,Nurse,98000,27000,Medical,778,1,Funding specialized certification in advanced geriatric care.,1,Positive,98000,0.2755102040816326,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding specialized certification in advanced geriatric care.
credit_score: 778
annual_income: 98000
loan_amount: 27000
loan_to_income_ratio: 0.276
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L2111,20,Male,Security Guard,34000,7500,Education,570,0,I need this money to pay my final tuition fee or I lose my scholarship; this is my last chance to graduate. I'm terrified.,0,Negative,34000,0.22058823529411764,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money to pay my final tuition fee or I lose my scholarship; this is my last chance to graduate. I'm terrified.
credit_score: 570
annual_income: 34000
loan_amount: 7500
loan_to_income_ratio: 0.221
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L2112,64,Female,Professor,130000,22000,Business,810,1,"Small capital infusion to host a specialized, multi-day academic workshop.",1,Positive,130000,0.16923076923076924,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Small capital infusion to host a specialized, multi-day academic workshop.
credit_score: 810
annual_income: 130000
loan_amount: 22000
loan_to_income_ratio: 0.169
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2113,39,Male,Mechanic,76000,23000,Home,725,3,Emergency replacement required for the main exterior water line connection.,0,Negative,76000,0.3026315789473684,3+,Low,2,1,1,2,0,9,High,"Applicant statement: Emergency replacement required for the main exterior water line connection.
credit_score: 725
annual_income: 76000
loan_amount: 23000
loan_to_income_ratio: 0.303
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L2114,47,Female,Accountant,114000,33000,Education,798,1,Financing specialized training in international intellectual property law.,1,Positive,114000,0.2894736842105263,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing specialized training in international intellectual property law.
credit_score: 798
annual_income: 114000
loan_amount: 33000
loan_to_income_ratio: 0.289
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2115,27,Male,Warehouse Associate,48000,13000,Personal,640,2,"Need to pay off a small, high-interest loan before the penalty period begins. Trying to manage things better.",0,Neutral,48000,0.2708333333333333,1-2,High,1,3,1,1,2,15,High,"Applicant statement: Need to pay off a small, high-interest loan before the penalty period begins. Trying to manage things better.
credit_score: 640
annual_income: 48000
loan_amount: 13000
loan_to_income_ratio: 0.271
number_of_dependents: 2
loan_purpose: Personal
sentiment: Neutral"
L2116,51,Female,Executive,218000,65000,Home,855,1,Securing financing for the down payment on a prime commercial land purchase.,1,Positive,218000,0.2981651376146789,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Securing financing for the down payment on a prime commercial land purchase.
credit_score: 855
annual_income: 218000
loan_amount: 65000
loan_to_income_ratio: 0.298
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L2117,34,Male,Data Entry Clerk,51000,11000,Education,670,1,Paying for a professional certification in advanced network administration.,0,Positive,51000,0.21568627450980393,1-2,Medium,0,2,1,1,1,10,High,"Applicant statement: Paying for a professional certification in advanced network administration.
credit_score: 670
annual_income: 51000
loan_amount: 11000
loan_to_income_ratio: 0.216
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2118,59,Female,Manager,130000,35000,Business,802,1,Acquisition of specialized robotics for enhanced quality control.,1,Positive,130000,0.2692307692307692,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of specialized robotics for enhanced quality control.
credit_score: 802
annual_income: 130000
loan_amount: 35000
loan_to_income_ratio: 0.269
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2119,23,Male,Waiter,36000,8500,Personal,605,1,"Need funds to cover moving expenses and deposit for a safer, upgraded apartment.",0,Positive,36000,0.2361111111111111,1-2,High,0,3,1,1,2,14,High,"Applicant statement: Need funds to cover moving expenses and deposit for a safer, upgraded apartment.
credit_score: 605
annual_income: 36000
loan_amount: 8500
loan_to_income_ratio: 0.236
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L2120,42,Female,Librarian,66000,19000,Medical,750,2,Covering costs for my spouse's specialized rehabilitation program.,1,Positive,66000,0.2878787878787879,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Covering costs for my spouse's specialized rehabilitation program.
credit_score: 750
annual_income: 66000
loan_amount: 19000
loan_to_income_ratio: 0.288
number_of_dependents: 2
loan_purpose: Medical
sentiment: Positive"
L2121,46,Male,Sales Director,128000,42000,Home,822,1,"Financing the installation of a high-efficiency, multi-zone commercial HVAC system for the residence.",1,Positive,128000,0.328125,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the installation of a high-efficiency, multi-zone commercial HVAC system for the residence.
credit_score: 822
annual_income: 128000
loan_amount: 42000
loan_to_income_ratio: 0.328
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L2122,31,Female,Nurse,83000,22000,Education,780,1,Paying for advanced leadership certification in hospital quality management.,1,Positive,83000,0.26506024096385544,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying for advanced leadership certification in hospital quality management.
credit_score: 780
annual_income: 83000
loan_amount: 22000
loan_to_income_ratio: 0.265
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2123,53,Male,Scientist,182000,55000,Business,840,1,Purchasing new high-capacity mass spectrometry units.,1,Positive,182000,0.3021978021978022,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Purchasing new high-capacity mass spectrometry units.
credit_score: 840
annual_income: 182000
loan_amount: 55000
loan_to_income_ratio: 0.302
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2124,28,Female,Graphic Designer,76000,19000,Personal,730,2,Need funds to cover unexpected attorney fees related to a past business contract dispute.,1,Negative,76000,0.25,1-2,Low,2,1,1,1,2,10,High,"Applicant statement: Need funds to cover unexpected attorney fees related to a past business contract dispute.
credit_score: 730
annual_income: 76000
loan_amount: 19000
loan_to_income_ratio: 0.25
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L2125,66,Male,Retired,91000,16000,Medical,828,1,Covering costs for necessary elective dental work.,1,Positive,91000,0.17582417582417584,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Covering costs for necessary elective dental work.
credit_score: 828
annual_income: 91000
loan_amount: 16000
loan_to_income_ratio: 0.176
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L2126,37,Female,Teacher,78000,24000,Education,765,1,Funding a major research fellowship in educational policy.,1,Positive,78000,0.3076923076923077,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding a major research fellowship in educational policy.
credit_score: 765
annual_income: 78000
loan_amount: 24000
loan_to_income_ratio: 0.308
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2127,40,Male,Accountant,109000,29000,Home,788,2,Need funds for emergency repair of the main exterior siding due to water intrusion.,0,Negative,109000,0.26605504587155965,1-2,Low,2,0,1,1,0,5,Medium,"Applicant statement: Need funds for emergency repair of the main exterior siding due to water intrusion.
credit_score: 788
annual_income: 109000
loan_amount: 29000
loan_to_income_ratio: 0.266
number_of_dependents: 2
loan_purpose: Home
sentiment: Negative"
L2128,22,Female,Receptionist,41000,8500,Personal,615,0,I need this money immediately to pay overdue utility bills before power is shut off. I am in a dire situation.,0,Negative,41000,0.2073170731707317,0,High,2,3,1,0,2,15,High,"Applicant statement: I need this money immediately to pay overdue utility bills before power is shut off. I am in a dire situation.
credit_score: 615
annual_income: 41000
loan_amount: 8500
loan_to_income_ratio: 0.207
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2129,50,Male,Engineer,155000,53000,Business,825,1,"Acquisition of specialized, proprietary testing software for materials analysis.",1,Positive,155000,0.3419354838709677,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of specialized, proprietary testing software for materials analysis.
credit_score: 825
annual_income: 155000
loan_amount: 53000
loan_to_income_ratio: 0.342
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2130,45,Female,HR Manager,115000,27000,Education,798,1,Sponsoring employee travel to a national HR best practices summit.,1,Positive,115000,0.23478260869565218,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring employee travel to a national HR best practices summit.
credit_score: 798
annual_income: 115000
loan_amount: 27000
loan_to_income_ratio: 0.235
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2131,33,Male,Construction Worker,70000,23000,Personal,675,3,"Need funds to cover the cost of specialized, heavy-duty safety equipment rentals.",0,Neutral,70000,0.32857142857142857,3+,Medium,1,2,1,2,2,13,High,"Applicant statement: Need funds to cover the cost of specialized, heavy-duty safety equipment rentals.
credit_score: 675
annual_income: 70000
loan_amount: 23000
loan_to_income_ratio: 0.329
number_of_dependents: 3
loan_purpose: Personal
sentiment: Neutral"
L2132,58,Female,Administrator,102000,25000,Medical,788,2,Covering costs for an extended physical therapy program after a major injury.,1,Positive,102000,0.24509803921568626,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Covering costs for an extended physical therapy program after a major injury.
credit_score: 788
annual_income: 102000
loan_amount: 25000
loan_to_income_ratio: 0.245
number_of_dependents: 2
loan_purpose: Medical
sentiment: Positive"
L2133,25,Male,Electrician Apprentice,50000,18000,Business,665,0,I over-leveraged my credit buying specialized tools for a job that was subsequently cancelled. I need this to cover immediate overhead.,0,Negative,50000,0.36,0,Medium,2,2,1,0,1,11,High,"Applicant statement: I over-leveraged my credit buying specialized tools for a job that was subsequently cancelled. I need this to cover immediate overhead.
credit_score: 665
annual_income: 50000
loan_amount: 18000
loan_to_income_ratio: 0.36
number_of_dependents: 0
loan_purpose: Business
sentiment: Negative"
L2134,48,Female,Doctor,250000,85000,Home,870,1,"Financing the installation of a commercial-grade, whole-house water purification system.",1,Positive,250000,0.34,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the installation of a commercial-grade, whole-house water purification system.
credit_score: 870
annual_income: 250000
loan_amount: 85000
loan_to_income_ratio: 0.34
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L2135,30,Male,Software Engineer,140000,44000,Education,810,1,Aggressively paying down the final segment of my advanced software architecture degree.,1,Positive,140000,0.3142857142857143,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Aggressively paying down the final segment of my advanced software architecture degree.
credit_score: 810
annual_income: 140000
loan_amount: 44000
loan_to_income_ratio: 0.314
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2136,61,Female,Retired,69000,14000,Personal,792,1,Funding a major upgrade to home connectivity and media systems.,1,Positive,69000,0.2028985507246377,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Funding a major upgrade to home connectivity and media systems.
credit_score: 792
annual_income: 69000
loan_amount: 14000
loan_to_income_ratio: 0.203
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L2137,21,Male,Security Guard,34000,8500,Personal,580,0,"I have multiple, aggressive, high-interest loans coming due this week; I need this cash to avoid default. I'm terrified.",0,Negative,34000,0.25,0,High,2,3,1,0,2,15,High,"Applicant statement: I have multiple, aggressive, high-interest loans coming due this week; I need this cash to avoid default. I'm terrified.
credit_score: 580
annual_income: 34000
loan_amount: 8500
loan_to_income_ratio: 0.25
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2138,44,Female,Teacher,88000,24000,Medical,780,1,Covering costs for my spouse's specialized diagnostic testing.,1,Neutral,88000,0.2727272727272727,1-2,Low,1,0,1,1,1,5,Medium,"Applicant statement: Covering costs for my spouse's specialized diagnostic testing.
credit_score: 780
annual_income: 88000
loan_amount: 24000
loan_to_income_ratio: 0.273
number_of_dependents: 1
loan_purpose: Medical
sentiment: Neutral"
L2139,38,Male,Truck Driver,95000,28000,Home,705,3,Need funds for emergency replacement of the main garage door system due to structural failure.,0,Negative,95000,0.29473684210526313,3+,Low,2,1,1,2,0,9,High,"Applicant statement: Need funds for emergency replacement of the main garage door system due to structural failure.
credit_score: 705
annual_income: 95000
loan_amount: 28000
loan_to_income_ratio: 0.295
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L2140,52,Female,Financial Analyst,178000,53000,Business,835,1,"Investment in a high-yield, short-term bond fund.",1,Positive,178000,0.29775280898876405,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in a high-yield, short-term bond fund.
credit_score: 835
annual_income: 178000
loan_amount: 53000
loan_to_income_ratio: 0.298
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2141,28,Male,Photographer,55000,14000,Education,690,1,Purchasing specialized high-end drones for aerial photography services.,0,Positive,55000,0.2545454545454545,1-2,Medium,0,2,1,1,1,10,High,"Applicant statement: Purchasing specialized high-end drones for aerial photography services.
credit_score: 690
annual_income: 55000
loan_amount: 14000
loan_to_income_ratio: 0.255
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2142,55,Female,Manager,126000,31000,Personal,815,1,"Funding a significant, high-value investment in rare first-edition books.",1,Positive,126000,0.24603174603174602,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Funding a significant, high-value investment in rare first-edition books.
credit_score: 815
annual_income: 126000
loan_amount: 31000
loan_to_income_ratio: 0.246
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L2143,32,Male,Carpenter,74000,21000,Home,725,2,"Replacing old, failing exterior railings and support structures for safety.",1,Positive,74000,0.28378378378378377,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Replacing old, failing exterior railings and support structures for safety.
credit_score: 725
annual_income: 74000
loan_amount: 21000
loan_to_income_ratio: 0.284
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L2144,49,Female,Nurse,108000,30000,Medical,792,1,Financing advanced certification in trauma nurse specialization.,1,Positive,108000,0.2777777777777778,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing advanced certification in trauma nurse specialization.
credit_score: 792
annual_income: 108000
loan_amount: 30000
loan_to_income_ratio: 0.278
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L2145,24,Male,Fast Food Worker,33000,7000,Personal,580,0,I need this money immediately to pay overdue rent; I face eviction by the weekend. I have nowhere else to turn.,0,Negative,33000,0.21212121212121213,0,High,2,3,1,0,2,15,High,"Applicant statement: I need this money immediately to pay overdue rent; I face eviction by the weekend. I have nowhere else to turn.
credit_score: 580
annual_income: 33000
loan_amount: 7000
loan_to_income_ratio: 0.212
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2146,60,Female,Librarian,78000,18000,Education,778,1,Funding a major upgrade to the library's digital archive servers.,1,Positive,78000,0.23076923076923078,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding a major upgrade to the library's digital archive servers.
credit_score: 778
annual_income: 78000
loan_amount: 18000
loan_to_income_ratio: 0.231
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2147,36,Male,Sales Representative,98000,26000,Business,755,1,Need capital for a substantial increase in territory acquisition marketing.,1,Positive,98000,0.2653061224489796,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Need capital for a substantial increase in territory acquisition marketing.
credit_score: 755
annual_income: 98000
loan_amount: 26000
loan_to_income_ratio: 0.265
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2148,41,Female,Accountant,111000,32000,Home,795,2,Financing a major upgrade to the home's exterior facade and stucco.,1,Positive,111000,0.2882882882882883,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a major upgrade to the home's exterior facade and stucco.
credit_score: 795
annual_income: 111000
loan_amount: 32000
loan_to_income_ratio: 0.288
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L2149,29,Male,Bartender,47000,11500,Personal,640,0,"I need this to cover immediate, high-interest debt before default; I feel completely buried by my obligations.",0,Negative,47000,0.24468085106382978,0,High,2,3,1,0,2,15,High,"Applicant statement: I need this to cover immediate, high-interest debt before default; I feel completely buried by my obligations.
credit_score: 640
annual_income: 47000
loan_amount: 11500
loan_to_income_ratio: 0.245
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2150,53,Female,Professor,142000,46000,Education,828,1,Funding a major research grant focused on international economic policy.,1,Positive,142000,0.323943661971831,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding a major research grant focused on international economic policy.
credit_score: 828
annual_income: 142000
loan_amount: 46000
loan_to_income_ratio: 0.324
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2151,47,Male,Pilot,215000,65000,Business,848,1,Acquisition of advanced flight systems maintenance simulators.,1,Positive,215000,0.3023255813953488,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of advanced flight systems maintenance simulators.
credit_score: 848
annual_income: 215000
loan_amount: 65000
loan_to_income_ratio: 0.302
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2152,35,Female,Software Developer,130000,42000,Personal,805,1,Need short-term capital to cover a tax liability while waiting for a large stock sale to finalize.,1,Neutral,130000,0.3230769230769231,1-2,Low,1,0,1,1,2,6,Medium,"Applicant statement: Need short-term capital to cover a tax liability while waiting for a large stock sale to finalize.
credit_score: 805
annual_income: 130000
loan_amount: 42000
loan_to_income_ratio: 0.323
number_of_dependents: 1
loan_purpose: Personal
sentiment: Neutral"
L2153,23,Male,Delivery Driver,40000,10000,Medical,630,1,Covering the cost of urgent specialist treatment for a recurring digestive issue.,0,Negative,40000,0.25,1-2,High,2,3,1,1,1,15,High,"Applicant statement: Covering the cost of urgent specialist treatment for a recurring digestive issue.
credit_score: 630
annual_income: 40000
loan_amount: 10000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Medical
sentiment: Negative"
L2154,56,Female,Doctor,250000,88000,Home,872,1,"Financing the construction of a substantial, climate-controlled wine cellar/storage area.",1,Positive,250000,0.352,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the construction of a substantial, climate-controlled wine cellar/storage area.
credit_score: 872
annual_income: 250000
loan_amount: 88000
loan_to_income_ratio: 0.352
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L2155,30,Male,Graphic Designer,77000,23000,Business,735,2,Need to hire a specialized branding consultant for a major corporate pivot.,1,Positive,77000,0.2987012987012987,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Need to hire a specialized branding consultant for a major corporate pivot.
credit_score: 735
annual_income: 77000
loan_amount: 23000
loan_to_income_ratio: 0.299
number_of_dependents: 2
loan_purpose: Business
sentiment: Positive"
L2156,62,Female,Retired,73000,14000,Medical,802,1,Covering costs for necessary in-home physical therapy sessions.,1,Positive,73000,0.1917808219178082,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Covering costs for necessary in-home physical therapy sessions.
credit_score: 802
annual_income: 73000
loan_amount: 14000
loan_to_income_ratio: 0.192
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L2157,38,Male,Accountant,109000,28000,Education,788,1,Paying for advanced certification in international corporate auditing standards.,1,Positive,109000,0.25688073394495414,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying for advanced certification in international corporate auditing standards.
credit_score: 788
annual_income: 109000
loan_amount: 28000
loan_to_income_ratio: 0.257
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2158,26,Female,Retail Associate,47000,13000,Personal,660,0,I am drowning in minimum credit card payments and need this consolidation loan before penalties hit next month. I feel hopeless.,0,Negative,47000,0.2765957446808511,0,Medium,2,2,1,0,2,12,High,"Applicant statement: I am drowning in minimum credit card payments and need this consolidation loan before penalties hit next month. I feel hopeless.
credit_score: 660
annual_income: 47000
loan_amount: 13000
loan_to_income_ratio: 0.277
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L2159,49,Male,Engineer,165000,56000,Business,838,1,"Investment in specialized, high-precision manufacturing sensors.",1,Positive,165000,0.3393939393939394,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in specialized, high-precision manufacturing sensors.
credit_score: 838
annual_income: 165000
loan_amount: 56000
loan_to_income_ratio: 0.339
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2160,54,Female,Manager,127000,33000,Home,805,1,Financing a major upgrade to the home's subterranean drainage and waterproofing.,1,Neutral,127000,0.25984251968503935,1-2,Low,1,0,1,1,0,4,Low,"Applicant statement: Financing a major upgrade to the home's subterranean drainage and waterproofing.
credit_score: 805
annual_income: 127000
loan_amount: 33000
loan_to_income_ratio: 0.26
number_of_dependents: 1
loan_purpose: Home
sentiment: Neutral"
L2161,31,Male,Plumber,81000,21000,Personal,720,2,Need funds to cover the cost of emergency commercial-grade pump replacement.,0,Negative,81000,0.25925925925925924,1-2,Low,2,1,1,1,2,10,High,"Applicant statement: Need funds to cover the cost of emergency commercial-grade pump replacement.
credit_score: 720
annual_income: 81000
loan_amount: 21000
loan_to_income_ratio: 0.259
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L2162,42,Female,Teacher,83000,22000,Education,770,1,Funding specialized training for teachers in advanced STEM curriculum integration.,1,Positive,83000,0.26506024096385544,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding specialized training for teachers in advanced STEM curriculum integration.
credit_score: 770
annual_income: 83000
loan_amount: 22000
loan_to_income_ratio: 0.265
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L2163,25,Male,Cashier,37000,9000,Medical,618,0,I need this money immediately to cover an overdue ambulance bill that is going to collections. I am extremely worried.,0,Negative,37000,0.24324324324324326,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money immediately to cover an overdue ambulance bill that is going to collections. I am extremely worried.
credit_score: 618
annual_income: 37000
loan_amount: 9000
loan_to_income_ratio: 0.243
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L2164,57,Female,Scientist,192000,59000,Business,850,1,"Acquisition of new, high-throughput molecular analysis robotics.",1,Positive,192000,0.3072916666666667,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of new, high-throughput molecular analysis robotics.
credit_score: 850
annual_income: 192000
loan_amount: 59000
loan_to_income_ratio: 0.307
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L2165,33,Male,Truck Driver,85000,26000,Personal,698,3,"Need capital to cover mandatory, unexpected costs associated with DOT compliance upgrades.",0,Negative,85000,0.3058823529411765,3+,Medium,2,2,1,2,2,14,High,"Applicant statement: Need capital to cover mandatory, unexpected costs associated with DOT compliance upgrades.
credit_score: 698
annual_income: 85000
loan_amount: 26000
loan_to_income_ratio: 0.306
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
